"","index","order","family","genus","species","binomial","taxonomy.ref","distribution","continent","mass","mass.ref","mass.status","iucn.status","year.evaluated","extant.status","last.occurence.ka","last.occurence.ref","time.of.extinction","trophic","trophic.ref","habitat.mode","lab.comments","to.do","old.distribution","X"
"2088",6208,"Rodentia","Spalacidae","Spalax","ehrenbergi","Spalax ehrenbergi","1","Middle East: SE Turkey (Kryötufek and VohralÌk, 2001), N Iraq (Hatt, 1959), Syria, Lebanon, Jordan, and Jaffa, Israel. North Africa: Mediterranean coastal region from west of Nile Delta in N Egypt to N Libyan Cyrenaica (Lay and Nadler, 1972; Osborn and Helmy, 1980; Ranck, 1968).","Africa",175.999,"60","valid","DD",2008,"extant","","","","Browse","t1","terr","synonym; Nannospalax is now Spalax","","Middle East: Turkey, Iraq, Syria, Lebanon, Jordan, Jaffa, Israel. North Africa: Mediterranean coastal region from  of Nile Delta in Egypt, Libyan Cyrenaica",NA
"2089",6873,"Rodentia","Spalacidae","Spalax","ehrenbergi","Spalax ehrenbergi","1","Middle East: SE Turkey (Kryötufek and VohralÌk, 2001), N Iraq (Hatt, 1959), Syria, Lebanon, Jordan, and Jaffa, Israel. North Africa: Mediterranean coastal region from west of Nile Delta in N Egypt to N Libyan Cyrenaica (Lay and Nadler, 1972; Osborn and Helmy, 1980; Ranck, 1968).","Eurasia",175.999,"60","valid","DD",2008,"extant","","","","Browse","t1","terr","synonym; Nannospalax is now Spalax","","Middle East: Turkey, Iraq, Syria, Lebanon, Jordan, Jaffa, Israel. North Africa: Mediterranean coastal region from  of Nile Delta in Egypt, Libyan Cyrenaica",NA
"2090",6216,"Rodentia","Spalacidae","Spalax","nehringi","Spalax nehringi","1","Most of Turkey (except Thrace and SE region; also on isls of GˆkÁeada and Bozcaada; see Kryötufek and VohralÌk, 2001), Armenia, and Georgia (see Gromov and Erbajeva, 1995; Topachevskii, 1969; Vorontsov et al., 1977<i>b</i>).","Eurasia",176,"60","valid","",NA,"extant","","","","Browse","same as congeners","terr","synonym; was Nannospalax, now is Spalax","","Turkey, Armenia, Georgia",NA
"2091",5461,"Rodentia","Muridae","Nesokia","indica","Nesokia indica","1","Modern range covers Bangladesh, N India (Bihar, West Bengal, Punjap, Haryana, Delhi, Uttar Pradesh, Gujarat, and Rajasthan; Agrawal, 2000; Chakraborty and Agrawal, 2000), Pakistan, Afghanistan, Iran, Iraq, Syria, Saudi Arabia, Israel-Jordan, NE Egypt, NW China (Xinjiang, south of Tian Shan; Wang, 2003, and Zhang et al., 1997), Turkmenistan, Uzbekistan, and Tajikistan.","Eurasia",177.667,"117, 128","valid","LC",2008,"extant","","","","graze/frug","t1","terr","","","",NA
"2092",6214,"Rodentia","Spalacidae","Spalax","leucodon","Spalax leucodon","1","From E and S Hungary through Balkan region (see Petrov, 1992), Greece (including Samothraki Isl off coast of SE Thracian Greece; VohralÌk and Sofianidou, 1992<i>a</i>), Romania, and Bulgaria to NW Turkey (Thrace and possibly Marmara; see Kryötufek and VohralÌk, 2001), to SW Ukraine just east of Dnestr River in Odessa region (see Gromov and Erbajeva, 1995; Mitchell-Jones et al., 1999; Savi&#269;, 1982<i>b</i>; Vorontsov, 1977<i>b</i>).","Eurasia",178,"68","valid","",NA,"extant","","","","Browse","same as congeners","terr","synonym; Nannospalax is now Spalax","","From, Hungary, Balkan region, Greece (including Samothraki Isl off coast of Thracian Greece), Romania, Bulgaria, Turkey (Thrace, possibly Marmara), Ukraijust  of Dnestr River in Odessa region",NA
"2093",5683,"Rodentia","Muridae","Rattus","rattus","Rattus rattus","1","Native to Indian Peninsula (Niethammer, 1975) and introduced worldwide in the temperate zone and parts of the tropical and subantarctic zones (Alcover and Gosalbez, 1988; Al-Jumaily, 1998; Amoti et al., 1999; Andreotti et al., 2001; Armitage, 1994; Aulagnier and Thevenot, 1986; Becker, 1978<i>a</i>; Blaaderen, 1992; Corbet and Hill, 1992; Crawford-Cabral, 1998; de Graaff, 1981; de Roguin, 1991; Dieterlen, 1979; Dobigny et al., 2002<i>b</i>; Downs and Wirminghaus, 1997; Duplantier et al., 1991<i>b</i>, 1997; Endepols et al., 2001; Gromov and Erbajeva, 1995; Grubb et al., 1998; Hall, 1981; Harrison and Bates, 1991; Helgen, 2001; Innes, 1990; Johnson, 1962<i>a</i>, <i>b</i>; Key et al., 1998; Kryötufek, 1991; Kryötufek and VohralÌk, 2001; Kucheruk, 1994; Lay, 1967; Le Berre, 1990; Mahoney and Richardson, 1988; Meinig, 2000; Mitchell-Jones, et al., 1999; Niethammer, 1975; Osborn and Helmy, 1980; Osgood, 1943; Petrov, 1992; Prakash et al., 1995<i>a</i>, 1995<i>b</i>; Qumsiyeh, 1996; Ranck, 1968; Roberts, 1977, 1997; Smaha, 1996; Stanley et al., 1998, 2000, 2002; Taylor and Horner, 1973; Taylor et al., 1982; Tomich, 1986; Twigg, 1992; Vincent, 2001; VohralÌk and Andera, 2000; Watts, 1995<i>j</i>; Yosida, 1980; Yosida et al., 1985). Southernmost limit is the subantarctic Macquarie Isl where <i>R. rattus</i> was introduced by sealers during the 19th century (Pye et al., 1999).","Eurasia",178.25,"111, 114","valid","LC",2016,"extant","","","","ginsect/frug/browse","","terr","","","",NA
"2094",5460,"Rodentia","Muridae","Nesokia","indica","Nesokia indica","1","Modern range covers Bangladesh, N India (Bihar, West Bengal, Punjap, Haryana, Delhi, Uttar Pradesh, Gujarat, and Rajasthan; Agrawal, 2000; Chakraborty and Agrawal, 2000), Pakistan, Afghanistan, Iran, Iraq, Syria, Saudi Arabia, Israel-Jordan, NE Egypt, NW China (Xinjiang, south of Tian Shan; Wang, 2003, and Zhang et al., 1997), Turkmenistan, Uzbekistan, and Tajikistan.","Africa",178.501,"64","valid","LC",2008,"extant","","","","graze/frug","t1","terr","","","",NA
"2095",4436,"Rodentia","Cricetidae","Sigmodon","alleni","Sigmodon alleni","1","W MÈxico, from S Sinaloa to S Oaxaca.","North.America",178.999,"60","valid","VU",2008,"extant","","","Future","frug/carn","t2","terr","phylo revision; Sigmodon is now in Cricetidae not Muridae","","",NA
"2096",4563,"Rodentia","Ctenomyidae","Ctenomys","roigi","Ctenomys roigi","1","Rio Paran· in Corrientes Prov. (Argentina).","South.America",179,"305","valid","CR",2008,"extant","","","Future","","","","","","This species occurs in Argentina near the Paran√° River in Corrientes Province (Woods, Kilpatrick, 2005). It can be found over an area smaller than 100 km¬≤ (Bidau percomm.)",NA
"2097",5999,"Rodentia","Sciuridae","Paraxerus","cepapi","Paraxerus cepapi","1","S Angola, Zambia, SE Dem. Rep. Congo, Malawi, SW Tanzania, Mozambique, N Namibia, N Botswana, Zimbabwe, NE South Africa.","Africa",180,"70","valid","LC",2008,"extant","","","","frug/browse","t1","terr","","","",NA
"2098",3082,"Lagomorpha","Ochotonidae","Ochotona","erythrotis","Ochotona erythrotis","1","E Qinghai, W Gansu, possibly N Sichuan, S Xinjiang, and Tibet (China).","Eurasia",181,"173","valid","LC",2016,"extant","","","","Graze","same as congeners","terr","","","China",NA
"2099",3742,"Rodentia","Bathyergidae","Heliophobius","argenteocinereus","Heliophobius argenteocinereus","1","Zimbabwe, E Zambia, and N Mozambique to Dem. Rep. Congo, Kenya, and N Tanzania.","Africa",181.001,"60","valid","LC",2016,"extant","","","","Browse","t1","terr- fossorial","","","",NA
"2100",4499,"Rodentia","Cricetidae","Tylomys","mirae","Tylomys mirae","1","W Colombia and NW Ecuador.","South.America",183.599,"61","valid","LC",2008,"extant","","","","Frug/browse","t3","terr","phylo revision; Tylomys is now in Cricetidae not Muridae","","",NA
"2101",3794,"Rodentia","Caviidae","Microcavia","shiptoni","Microcavia shiptoni","1","NW Argentina in the mountains of Tucuman, Catamarca, and Salta Provinces between 3,000 to 4,000 m.","South.America",184.999,"61","valid","NT",2008,"extant","","","Future2","Browse/frug","t3","terr","","","",NA
"2102",6063,"Rodentia","Sciuridae","Sciurus","aestuans","Sciurus aestuans","1","Brazil, French Guiana, Guyana, Suriname, and Venezuela.","South.America",184.999,"61","valid","LC",2008,"extant","","","","Frug","t3","arboreal","","","",NA
"2103",5943,"Rodentia","Sciuridae","Funisciurus","substriatus","Funisciurus substriatus","1","CÙte díIvoire, S Ghana, Togo, Benin.","Africa",185.999,"60","valid","DD",2008,"extant","","","","frug","t1","terr","","","",NA
"2104",3122,"Macroscelidea","Macroscelididae","Petrodromus","tetradactylus","Petrodromus tetradactylus","1","Mozambique; Tanzania (including Mafia and Zanzibar); SE Kenya; S Uganda; Zambia; Malawi; SE Zimbabwe; Dem. Rep. Congo; E Republic of Congo; NE Angola; E South Africa.","Africa",187.499,"60","valid","LC",2015,"extant","","","","ginsect","t1","terr","","","",NA
"2105",4669,"Rodentia","Echimyidae","Euryzygomatomys","spinosus","Euryzygomatomys spinosus","1","S and E Brazil, NE Argentina, Paraguay.","South.America",187.499,"61","valid","LC",2008,"extant","","","","Browse/frug","t3","terr","","","",NA
"2106",673,"Carnivora","Mustelidae","Mustela","nivalis","Mustela nivalis","1","Albania, Austria, Belgium, Bosnia and Herzegovina, Bulgaria, Canada, China, Corsica, Crete, Croatia, Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Great Britain, Greece, Hungary, Italy, Japan (Hokkaido and Honshu), Latvia, Lithuania, Luxembourg, Macedonia, Moldova, Mongolia, Netherlands, New Zealand (introduced ñ Corbet and Hill, 1980), Norway, Poland, Portugal, Romania, Russia, Sardinia, Serbia and Montenegro, Sicily, Slovakia, Slovenia, Spain, Sweden, Switzerland, Taiwan, USA, (Alaska and most of the USA except SW), Ukraine.","Africa",187.499,"65","valid","LC",2015,"extant","","","","carn/ginsect","t1","terr","","","",NA
"2107",2987,"Erinaceomorpha","Erinaceidae","Paraechinus","aethiopicus","Paraechinus aethiopicus","1","Sahara from Mauritania to Egypt and Awash, Ethiopia; Arabian deserts from Syria to Yemen; insular populations on Djerba (Tunisia), Bahrain and Tanb (Persian Gulf).","Africa",188.001,"60","valid","LC",2016,"extant","","","","ginsect/carn","t1","terr","Bad order; synonym; Insectivora is now Erinaceomorpha; Hemiechinus is now Paraechinus","","",NA
"2108",2988,"Erinaceomorpha","Erinaceidae","Paraechinus","aethiopicus","Paraechinus aethiopicus","1","Sahara from Mauritania to Egypt and Awash, Ethiopia; Arabian deserts from Syria to Yemen; insular populations on Djerba (Tunisia), Bahrain and Tanb (Persian Gulf).","Eurasia",188.001,"60","valid","LC",2016,"extant","","","","ginsect/carn","t1","terr","Bad order; synonym; Insectivora is now Erinaceomorpha; Hemiechinus is now Paraechinus","","",NA
"2109",6112,"Rodentia","Sciuridae","Spermophilus","mexicanus","Spermophilus mexicanus","1","S New Mexico and W Texas (USA) to Jalisco and S Puebla (C Mexico).","North.America",189.636,"60","valid","LC",2016,"extant","","","","frug/browse/ginsect","t2","terr","","","",NA
"2110",6070,"Rodentia","Sciuridae","Sciurus","deppei","Sciurus deppei","1","Tamaulipas (Mexico) to Costa Rica.","North.America",189.998,"60","valid","LC",2008,"extant","","","","Frug","t2","arboreal","","","",NA
"2111",6076,"Rodentia","Sciuridae","Sciurus","ignitus","Sciurus ignitus","1","Argentina, Bolivia, Brazil, and Peru.","South.America",189.998,"61","valid","DD",2008,"extant","","","","Frug","t3","arboreal","","","",NA
"2112",5990,"Rodentia","Sciuridae","Menetes","berdmorei","Menetes berdmorei","1","S Vietnam, Cambodia, S Laos, Thailand, S Yunnan (China) to C Burma.","Eurasia",190,"60","valid","LC",2016,"extant","","","","","","","","","Vietnam, Cambodia, Laos, Thailand, China, Burma",NA
"2113",5901,"Rodentia","Sciuridae","Callosciurus","notatus","Callosciurus notatus","1","From peninsular Malaysia and Thailand to Java, Bali, and Borneo; Lombok Isl; Salayer Isl (south of Sulawesi; Musser, 1987<i>a</i> considered this population an introduction, possibly from Java); widespread on smaller islands.","Eurasia",190,"68","valid","LC",2016,"extant","","","","Frug","same as family","arboreal","","","",NA
"2114",6113,"Rodentia","Sciuridae","Spermophilus","mohavensis","Spermophilus mohavensis","1","NW Mohave Desert and Owens Valley (S California, USA).","North.America",190,"68","valid","NT",2016,"extant","","","","Frug/browse","t2","terr","","","",NA
"2115",4144,"Rodentia","Cricetidae","Nectomys","squamipes","Nectomys squamipes","1","SE Brazil (Pernambuco to Rio Grande do Sul), NE Argentina (Misiones Prov.), and E Paraguay.","South.America",190.748,"60","valid","LC",2008,"extant","","","","Ginsect/frug","t3","terr","phylo revision; Nectomys is now in Cricetidae not Muridae","","",NA
"2116",6109,"Rodentia","Sciuridae","Spermophilus","lateralis","Spermophilus lateralis","1","Montane W North America, from C British Columbia to S New Mexico in the Rocky Mtns, and the Columbia River south to S California and Nevada.","North.America",190.999,"60","valid","LC",2016,"extant","","","","Browse/frug/ginsect","t2","terr","","","",NA
"2117",5511,"Rodentia","Muridae","Otomys","maximus","Otomys maximus","1","Angola (Crawford-Cabral, 1998:Map 22), SW Zambia, Okavango region of Botswana, NE Namibia (Caprivi Strip), and extreme W Zimbabwe.","Africa",191.999,"60","valid","LC",2016,"extant","","","","graze/browse","t1","terr","","","",NA
"2118",4544,"Rodentia","Ctenomyidae","Ctenomys","latro","Ctenomys latro","1","NW Argentina in Tucum·n and Salta Provs.","South.America",191.999,"61","valid","VU",2008,"extant","","","Future","Browse/frug","t3","terr- fossorial","","","",NA
"2119",4560,"Rodentia","Ctenomyidae","Ctenomys","porteousi","Ctenomys porteousi","1","Buenos Aires and La Pampa Provs. (E Argentina).","South.America",192.402,"61","valid","NT",2008,"extant","","","Future2","Browse/frug","t3","terr- fossorial","","","",NA
"2120",2615,"Dasyuromorphia","Dasyuridae","Phascogale","tapoatafa","Phascogale tapoatafa","1","SW Western Australia, SE South Australia, S Victoria, E New South Wales, SE and N Queensland, Northern Territory.","Australia",193.5,"59","valid","NT",2008,"extant","","","Future2","Ginsect/carn","t4","arboreal","","","",NA
"2121",5774,"Rodentia","Muridae","Uromys","hadrourus","Uromys hadrourus","1","Originally known by only a few specimens from rainforest on Mareeba Franite of the Thornton Peak massif north of the Daintree River valley (Winter, 1983, 1984), but now also recorded south of the Daintree River in the Mount Carbine Tableland and farther south in the Lamins Hill area of the Atherton Tableland (Winter and Moore, 1995).","Australia",194,"59","valid","NT",2008,"extant","","","Future2","Frug/ginsect","t4","terr","","","",NA
"2122",4514,"Rodentia","Ctenodactylidae","Massoutiera","mzabi","Massoutiera mzabi","1","SE Algeria, SW Libya, NE Mali, N Niger, N Chad.","Africa",194,"68","valid","LC",2016,"extant","","","","","","","","","Madagascar",NA
"2123",5620,"Rodentia","Muridae","Rattus","annandalei","Rattus annandalei","1","Malay Peninsula, Singapore, E Sumatra, and islands of Padang and Rupat off the coast of E Sumatra (see Musser and Newcomb, 1983:515, and references therein).","Eurasia",197.5,"142","valid","LC",2016,"extant","","","","ginsect/frug/browse","","terr","","","Malay peninsula, Singapore",NA
"2124",4034,"Rodentia","Cricetidae","Mesocricetus","brandti","Mesocricetus brandti","1","Anatolian Turkey and Black Sea Mtns in N Turkey, east into the Caucasus (Armenia, Georgia, Azerbaijan; Gromov and Erbajeva, 1995), and south to NW Iran (Lay, 1967), N Iraq, Syria, Lebanon, and N Israel (Qumsiyeh, 1996, as <i>auratus</i>).","Eurasia",198,"68","valid","NT",2008,"extant","","","Future2","Frug/browse","","terr","phylo revision; Mesocricetus is now in Cricetidae not Muridae","","",NA
"2125",4154,"Rodentia","Cricetidae","Neotoma","angustapalata","Neotoma angustapalata","1","SW Tamaulipas and adjacent San Luis PotosÌ, MÈxico.","North.America",198.002,"66","valid","EN",2008,"extant","","","Future","Browse","t2","terr","phylo revision; Neotoma is now in Cricetidae not Muridae","","",NA
"2126",4163,"Rodentia","Cricetidae","Neotoma","goldmani","Neotoma goldmani","1","Mexican Plateau, 1160-2320 m, from SE Chihuahua to S San Luis PotosÌ and N QuerÈtaro, MÈxico.","North.America",198.002,"66","valid","LC",2008,"extant","","","","Browse","t2","terr","phylo revision; Neotoma is now in Cricetidae not Muridae","","",NA
"2127",4171,"Rodentia","Cricetidae","Neotoma","nelsoni","Neotoma nelsoni","1","Known only from the type locality.","North.America",198.002,"66","valid","CR",2008,"extant","","","Future","Browse","t2","terr","phylo revision; Neotoma is now in Cricetidae not Muridae","","",NA
"2128",4172,"Rodentia","Cricetidae","Neotoma","palatina","Neotoma palatina","1","EC Jalisco, MÈxico.","North.America",198.002,"66","valid","VU",2008,"extant","","","Future","Browse","t2","terr","phylo revision; Neotoma is now in Cricetidae not Muridae","","",NA
"2129",4438,"Rodentia","Cricetidae","Sigmodon","arizonae","Sigmodon arizonae","1","Extreme SE California, SC Arizona, and extreme SW New Mexico, USA; south along coastal plain and adjoining foothills, sea level-1900 m, in W MÈxico to S Nayarit.","North.America",198.002,"66","valid","LC",2008,"extant","","","","Graze/browse","t2","terr","phylo revision; Sigmodon is now in Cricetidae not Muridae","","",NA
"2130",5917,"Rodentia","Sciuridae","Dremomys","pernyi","Dremomys pernyi","1","NE India; N Burma; N Vietnam; Xizang; Sichuan, Yunnan, Guizhou, Hunan, Hubei, Jiangxi, Fujian, Anhui, Taiwan (China).","Eurasia",198.625,"133","valid","LC",2008,"extant","","","","Frug","same as family","terr","","","",NA
